Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
20.45,Kotaro TANIGUCHI,03 NOV 1994,JPN,1f2,Fukuroi (JPN),03 MAY 2014,0.6
20.45,Aaron BROWN,27 MAY 1992,CAN,1h1,"Eugene, OR (USA)",12 JUN 2014,-0.6
20.45,Michael O'HARA,29 SEP 1996,JAM,1sf2,"Hayward Field, Eugene, OR (USA)",24 JUL 2014,1.3
20.45,Daniel TALBOT,01 MAY 1991,GBR,7,"Hampden Park, Glasgow (GBR)",31 JUL 2014,0.5
20.45,Dedric DUKES,04 FEB 1992,USA,1h1,"Starkville, MS (USA)",14 MAY 2015,-0.6
20.45,Karol ZALEWSKI,07 AUG 1993,POL,1f1,Gdansk (POL),06 JUN 2015,0.9
20.45,Reynier MENA,21 NOV 1996,CUB,1,La Habana (CUB),13 JUN 2015,-1.7
20.45,Serhiy SMELYK,19 APR 1987,UKR,1f2,"Olympic Stadium, Cheboksary (RUS)",21 JUN 2015,-0.9
20.45,Shavez HART,06 SEP 1992,BAH,1f1,Nassau (BAH),27 JUN 2015,0.0
20.45,Warren WEIR,31 OCT 1989,JAM,5f2,Luzern (SUI),14 JUL 2015,0.6
20.45,Jonathan BORLÉE,22 FEB 1988,BEL,1,Heusden-Zolder (BEL),18 JUL 2015,0.7
20.45,Reynier MENA,21 NOV 1996,CUB,4h3,"CIBC, Toronto (CAN)",23 JUL 2015,1.9
20.45,Julius MORRIS,14 APR 1994,MNT,2sf2,San José (CRC),07 AUG 2015,0.8
20.45,Lykourgos-Stefanos TSAKONAS,08 MAR 1990,GRE,2,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2015,-0.4
20.45,Alonso EDWARD,08 DEC 1989,PAN,3,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2015,-0.4
20.45,Tega ODELE,06 DEC 1995,NGR,1h6,Brazzaville (CGO),16 SEP 2015,0.8
20.45,Divine ODUDURU,07 OCT 1996,NGR,2,Brazzaville (CGO),17 SEP 2015,-1.2
20.45,Alex HARTMANN,07 MAR 1993,AUS,1,Canberra (AUS),07 FEB 2016,-0.5
20.45,Demetrius PINDER,13 FEB 1989,BAH,2f1,"Austin, TX (USA)",16 APR 2016,0.3
20.45,Asafa POWELL,23 NOV 1982,JAM,1,"National Stadium, Kingston (JAM)",07 MAY 2016,0.9
20.45,Christian COLEMAN,06 MAR 1996,USA,5,"Tuscaloosa, AL (USA)",14 MAY 2016,0.4
20.45,Nick GRAY,02 JUN 1997,USA,1h2,"Jacksonville, FL (USA)",27 MAY 2016,1.0
20.45,Tevin HESTER,10 JAN 1994,USA,1sf2,"Eugene, OR (USA)",08 JUN 2016,-0.2
20.45,Terrel COTTON,19 JUL 1988,USA,5,Kingston (JAM),11 JUN 2016,1.2
20.45,Aaron ERNEST,08 NOV 1993,USA,1f2,"Montverde, FL (USA)",11 JUN 2016,1.3
20.45,Clarence MUNYAI,20 FEB 1998,RSA,1h2,Lusaka (ZAM),18 JUN 2016,0.0
20.45,Shota HARA,18 JUL 1992,JPN,2h1,Nagoya (JPN),24 JUN 2016,-0.1
20.45,Adama JAMMEH,10 JUN 1993,GAM,2,Durban (RSA),26 JUN 2016,1.8
20.45,Levi Asher CADOGAN,08 NOV 1995,BAR,2,Bridgetown (BAR),27 JUN 2016,0.0
20.45,Everton CLARKE,24 DEC 1992,JAM,2h3,Kingston (JAM),02 JUL 2016,1.0
20.45,Nickel ASHMEADE,07 APR 1990,JAM,2,Kingston (JAM),03 JUL 2016,-1.5
20.45,Julian FORTE,07 JAN 1993,JAM,3,Kingston (JAM),03 JUL 2016,-1.5
20.45,Bruno HORTELANO-ROIG,18 SEP 1991,ESP,1,"Olympisch Stadion, Amsterdam (NED)",08 JUL 2016,-0.9
20.45,Aldemir JUNIOR,08 JUN 1992,BRA,1,Rio de Janeiro (BRA),02 APR 2017,1.2
20.45,Brendon RODNEY,09 APR 1992,CAN,2f1,St. George's (GRN),08 APR 2017,-1.0
20.45,Rasheed DWYER,29 JAN 1989,JAM,2f4,Kingston (JAM),15 APR 2017,1.7
20.45,Fred KERLEY,07 MAY 1995,USA,1f1,"Los Angeles, CA (USA)",15 APR 2017,0.0
20.45,Robin VANDERBEMDEN,10 FEB 1994,BEL,2f1,Genève (SUI),10 JUN 2017,1.7
20.45,Ben BASSAW,09 JUL 1989,FRA,1f1,Lillebonne (FRA),17 JUN 2017,0.4
20.45,Rasheed DWYER,29 JAN 1989,JAM,3,"Stade Charléty, Paris (FRA)",01 JUL 2017,-0.5
20.45,Brendon RODNEY,09 APR 1992,CAN,1h1,Ottawa (CAN),08 JUL 2017,-1.1
20.45,Luxolo ADAMS,01 AUG 1996,RSA,3,Johannesburg (RSA),01 MAR 2018,-0.6
20.45,Chederick VAN WYK,18 FEB 1995,RSA,4,Pretoria (RSA),17 MAR 2018,1.8
20.45,Devin QUINN,08 JUN 1996,USA,1f3,"Oxford, MS (USA)",31 MAR 2018,1.5
20.45,Bolade AJOMALE,31 AUG 1995,CAN,1,"Charlotte, NC (USA)",26 MAY 2018,-0.9
20.45,Stuart DUTAMBY,24 APR 1994,FRA,1f1,Oordegem (BEL),26 MAY 2018,-0.4
20.45,Kyle GREAUX,26 APR 1988,TTO,1,George Town (CAY),02 JUN 2018,0.4
20.45,Zhenye XIE,17 AUG 1993,CHN,4,"FBK Stadium, Hengelo (NED)",03 JUN 2018,-0.9
20.45,Adam GEMILI,06 OCT 1993,GBR,5,"FBK Stadium, Hengelo (NED)",03 JUN 2018,-0.9
20.45,Ncincilili TITI,15 DEC 1993,RSA,3sf2,"Eugene, OR (USA)",06 JUN 2018,1.0
20.45,Ameer WEBB,19 MAR 1991,USA,5,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1.0
20.45,Luxolo ADAMS,01 AUG 1996,RSA,2,London (GBR),14 JUL 2018,-1.1
20.45,Jereem RICHARDS,13 JAN 1994,TTO,1f1,"Auburn, AL (USA)",20 APR 2019,0.1
20.45,Jereem RICHARDS,13 JAN 1994,TTO,3,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1.0
20.45,Ameer WEBB,19 MAR 1991,USA,3,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,-0.7
20.45,Yancarlos MARTÍNEZ,08 AUG 1992,DOM,2h1,Lima (PER),08 AUG 2019,-0.1
20.45,Divine ODUDURU,07 OCT 1996,NGR,1sf1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",29 AUG 2019,0.9
20.45,Silvan WICKI,13 FEB 1995,SUI,1f1,"Stadion Wankdorf, Bern (SUI)",27 JUN 2020,1.9
20.45,Nathon ALLEN,28 OCT 1995,JAM,5f1,"National Training Center, Clermont, FL (USA)",25 JUL 2020,0.8
20.45,Alonso EDWARD,08 DEC 1989,PAN,2f2,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,1.2
20.45,Javonte' HARDING,29 AUG 2001,USA,3f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",29 APR 2021,1.6
20.45,Amir WILLIS,09 SEP 2000,USA,1,"Miami of Ohio Track, Oxford, OH (USA)",08 MAY 2021,1.4
20.45,Emmanuel MATADI,15 APR 1991,LBR,4,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,0.4
20.45,Yancarlos MARTÍNEZ,08 AUG 1992,DOM,1f2,Santo Domingo (DOM),12 JUN 2021,-0.7
20.45,Jan JIRKA,05 OCT 1993,CZE,1,"Stadion Mládeže, Zlín (CZE)",27 JUN 2021,2.0
20.45,Yancarlos MARTÍNEZ,08 AUG 1992,DOM,3,"Stade Sottevillais 76, Sotteville-lès-Rouen (FRA)",11 JUL 2021,0.0
20.45,Zhenye XIE,17 AUG 1993,CHN,7sf1,"National Stadium, Tokyo (JPN)",03 AUG 2021,-0.2
20.45,Liemarvin BONEVACIA,05 APR 1989,NED,2f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 AUG 2021,0.8
20.45,Letsile TEBOGO,07 JUN 2003,BOT,2,"McArthur Stadium, Potchefstroom (RSA)",06 APR 2022,0.1
20.45,Trevor STEWART,20 MAY 1997,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2022,1.5
20.45,Kotaro ITO,10 SEP 1998,JPN,2h3,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2022,-0.6
20.45,Elijah MORROW,30 OCT 1995,USA,1f1,"Tom Tellez Track, Houston, TX (USA)",06 MAY 2022,1.3
20.45,Javonte' HARDING,29 AUG 2001,USA,1h2,"Dick Vert Stadium, High Point, NC (USA)",09 MAY 2022,0.8
20.45,Courtney LINDSEY,18 NOV 1998,USA,1h4,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",14 MAY 2022,1.3
20.45,Luxolo ADAMS,01 AUG 1996,RSA,1f2,"Campo Scuola Moreno Martini, Lucca (ITA)",28 MAY 2022,-1.3
20.45,Micaiah HARRIS,19 DEC 1998,USA,4,"Hayward Field, Eugene, OR (USA)",10 JUN 2022,0.6
20.45,Nigel ELLIS,08 AUG 1997,JAM,2h2,"National Stadium, Kingston (JAM)",25 JUN 2022,0.7
20.45,Rasheed DWYER,29 JAN 1989,JAM,1f1,"Marietta, GA (USA)",02 JUL 2022,0.1
20.45,Marqueze WASHINGTON,29 SEP 1993,USA,1,"CVEATC, Chula Vista, CA (USA)",09 JUL 2022,1.2
20.45,Samuel PUROLA,19 MAY 2000,FIN,1f1,"Malmö Stadion, Malmö (SWE)",17 JUL 2022,1.7
20.45,Calab LAW,31 DEC 2003,AUS,1f1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",21 JAN 2023,-0.3
20.45,Jacory PATTERSON,02 FEB 2000,USA,1h1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",11 MAY 2023,1.7
20.45,Devin AUGUSTINE,02 DEC 2003,TTO,3,"Billy Hayes T& F Complex, Bloomington, IN (USA)",14 MAY 2023,0.3
20.45,Dorian CAMEL,03 MAR 1999,USA,2pr3,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",24 MAY 2023,1.6
20.45,Tsebo MATSOSO,27 MAY 1999,RSA,1f5,"DP de Villiers Stadium, Sasolburg (RSA)",27 MAY 2023,1.3
20.46,Michael FRAY,23 SEP 1947,JAM,3sf1,"Estadio Olímpico, Ciudad de México (MEX)",16 OCT 1968,0.2
20.46,Peter MUSTER,28 MAY 1952,SUI,1,Zofingen (SUI),07 JUN 1976,1.5
20.46,James GILKES,21 SEP 1952,GUY,2,"Westwood, CA (USA)",10 JUN 1978,1.3
20.46,James GILKES,21 SEP 1952,GUY,2,Stockholm (SWE),04 JUL 1978,0.0
20.46,Clancy EDWARDS,09 AUG 1955,USA,2,Berlin (GER),18 AUG 1978,0.8
20.46,James GILKES,21 SEP 1952,GUY,1sf1,San Juan (PUR),09 JUL 1979,1.1
20.46,Altevir DE ARAÚJO,23 DEC 1955,BRA,1sf2,Ciudad de México (MEX),11 SEP 1979,0.0
20.46,Stanley FLOYD,23 JUN 1961,USA,1h2,"Auburn, AL (USA)",17 MAY 1980,
20.46,Steve WILLIAMS,13 NOV 1953,USA,1,Koblenz (GER),27 AUG 1980,-0.3
20.46,LaNoris MARSHALL,06 OCT 1960,USA,3,"Westwood, CA (USA)",10 MAY 1981,1.4
20.46,Dwayne EVANS,13 OCT 1958,USA,1,Oslo (NOR),26 JUN 1981,0.3
20.46,Dwayne EVANS,13 OCT 1958,USA,1f2,Zürich (SUI),19 AUG 1981,-1.4
20.46,Wessel OOSTHUIZEN,23 FEB 1961,RSA,1,Krugersdorp (RSA),10 APR 1982,1.6
20.46,Phil EPPS,11 NOV 1959,USA,2h4,"Provo, UT (USA)",02 JUN 1982,1.6
20.46,Olaf PRENZLER,24 AUG 1958,GDR,1,"Olympic Stadium, Athina (GRE)",09 SEP 1982,-0.6
20.46,Phil EPPS,11 NOV 1959,USA,1,"Arlington, TX (USA)",16 APR 1983,
20.46,Pietro MENNEA,28 JUN 1952,ITA,1,Firenze (ITA),08 JUN 1983,-1.8
20.46,Vladimir MURAVYOV,30 SEP 1959,URS,1sf2,Moskva (URS),22 JUN 1983,
20.46,Christian HAAS,22 AUG 1958,FRG,2,Bremen (GER),26 JUN 1983,0.0
20.46,Elliott QUOW,03 MAR 1962,USA,2,Edmonton (CAN),10 JUL 1983,0.6
20.46,Frank EMMELMANN,15 SEP 1961,GDR,1,Potsdam (GDR),21 JUL 1984,0.6
20.46,Desai WILLIAMS,12 JUN 1959,CAN,1,Lausanne (SUI),10 JUL 1985,0.1
20.46,Robert LOUIS,04 OCT 1966,USA,1,"Champaign, IL (USA)",15 MAY 1987,1.1
20.46,Butch REYNOLDS,08 JUN 1964,USA,1h2,"Iowa City, IA (USA)",23 MAY 1987,
20.46,Vladimir KRYLOV,26 FEB 1964,URS,2,Moskva (URS),07 JUN 1987,0.7
20.46,Floyd HEARD,24 MAR 1966,USA,1,London (GBR),10 JUL 1987,-0.7
20.46,Michael JOHNSON,13 SEP 1967,USA,1,"Des Moines, IA (USA)",30 APR 1988,-2.1
20.46,Daniel SANGOUMA,07 FEB 1965,FRA,3,Villeneuve d'Ascq (FRA),27 JUN 1988,1.7
20.46,Linford CHRISTIE,02 APR 1960,GBR,1,Birmingham (GBR),05 AUG 1988,-1.5
20.46,Gilles QUÉNÉHERVÉ,17 MAY 1966,FRA,3,Athina (GRE),03 SEP 1988,0.4
20.46,Joe DELOACH,05 JUN 1967,USA,1,Tokyo (JPN),08 OCT 1988,0.8
20.46,Calvin SMITH,08 JAN 1961,USA,2sf2,"Houston, TX (USA)",17 JUN 1989,0.9
20.46,Butch REYNOLDS,08 JUN 1964,USA,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",27 JUN 1989,-1.5
20.46,Henry THOMAS,10 JUL 1967,USA,5,"Crystal Palace, London (GBR)",14 JUL 1989,1.5
20.46,Henry NEAL,28 OCT 1970,USA,1,"Austin, TX (USA)",12 MAY 1990,1.3
20.46,Kevin BRAUNSKILL,31 MAR 1969,USA,2sf2,"Norwalk, CA (USA)",16 JUN 1990,1.6
20.46,Carl LEWIS,01 JUL 1961,USA,2,Stockholm (SWE),03 JUL 1991,-1.2
20.46,Tshakile NZIMANDE,19 NOV 1961,RSA,2,Germiston (RSA),25 APR 1992,1.0
20.46,Peter OGILVIE,02 MAY 1972,CAN,3f1,Ingolstadt (GER),19 JUL 1992,1.7
20.46,Robert KURNICKI,27 MAR 1965,GER,1,Duisburg (GER),11 JUL 1993,2.0
20.46,Daniel EFFIONG,17 JUN 1972,NGR,2,Zürich (SUI),17 AUG 1994,-1.9
20.46,Anthuan MAYBANK,30 DEC 1969,USA,1,Fukuoka (JPN),30 AUG 1995,0.6
20.46,Jeff WILLIAMS,31 DEC 1965,USA,1,La Gosier (FRA),27 APR 1996,0.0
20.46,Patrick STEVENS,31 JAN 1968,BEL,1,Villeneuve d'Ascq (FRA),25 MAY 1996,1.1
20.46,Anninos MARKOULLIDES,08 FEB 1971,CYP,2,Oordegem (BEL),30 JUN 1996,0.1
20.46,Patrick STEVENS,31 JAN 1968,BEL,4sf1,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,0.3
20.46,Billy FOBBS,29 FEB 1976,USA,1f1,"College Station, TX (USA)",08 MAY 1997,1.7
20.46,Maurice GREENE,23 JUL 1974,USA,1,"Modesto, CA (USA)",10 MAY 1997,1.6
20.46,Jon DRUMMOND,09 SEP 1968,USA,2,"Eugene, OR (USA)",25 MAY 1997,1.5
20.46,Percival SPENCER,24 FEB 1975,JAM,1,Kingston (JAM),21 JUN 1997,-2.2
20.46,Patrick STEVENS,31 JAN 1968,BEL,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,-0.2
20.46,Julian GOLDING,17 FEB 1975,GBR,1,"Paavo Nurmen Stadion, Turku (FIN)",13 JUL 1997,0.3
20.46,Koji ITO,29 JAN 1970,JPN,1,Hamburg (GER),23 JUL 1997,0.0
20.46,Troy DOUGLAS,30 NOV 1962,BER,2h9,"Olympic Stadium, Athina (GRE)",06 AUG 1997,1.2
20.46,Obadele THOMPSON,30 MAR 1976,BAR,4sf1,"Olympic Stadium, Athina (GRE)",07 AUG 1997,-0.5
20.46,Deji ALIU,22 NOV 1975,NGR,5,"Olympiastadion, Berlin (GER)",26 AUG 1997,0.8
20.46,Bryan BRONSON,09 SEP 1972,USA,1,"Houston, TX (USA)",07 MAR 1998,-1.6
20.46,Sebastian KEITEL,14 FEB 1973,CHI,h,Mar del Plata (ARG),22 MAR 1998,1.6
20.46,Shawn CRAWFORD,14 JAN 1978,USA,1,"Gainesville, FL (USA)",28 MAR 1998,0.6
20.46,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,1,Sao Leopoldo (BRA),23 MAY 1998,0.0
20.46,Prodromos KATSANTONIS,20 OCT 1975,CYP,2,Patra (GRE),01 AUG 1998,1.3
20.46,Juan Pedro TOLEDO,17 JUN 1978,MEX,1,Maracaibo (VEN),19 AUG 1998,1.9
20.46,Koji ITO,29 JAN 1970,JPN,1,Kobe (JPN),25 APR 1999,1.5
20.46,Obadele THOMPSON,30 MAR 1976,BAR,2,"New York, NY (USA)",06 JUN 1999,-2.1
20.46,Brian LEWIS,05 DEC 1974,USA,1,Villeneuve d'Ascq (FRA),13 JUN 1999,1.0
20.46,Jon DRUMMOND,09 SEP 1968,USA,7,"Olympiastadion, München (GER)",11 SEP 1999,-0.8
20.46,Shawn CRAWFORD,14 JAN 1978,USA,1,"Clemson, SC (USA)",01 APR 2000,0.4
20.46,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,1,Americana (BRA),03 JUN 2000,-0.3
20.46,Rohsaan GRIFFIN,21 FEB 1974,USA,h,"Sacramento, CA (USA)",22 JUL 2000,1.2
20.46,Dominic DEMERITTE,22 FEB 1978,BAH,1,"Auburn, AL (USA)",21 APR 2001,0.1
20.46,Bobby CRUSE,20 MAR 1978,USA,1,"Columbus, OH (USA)",06 MAY 2001,-0.4
20.46,Darvis PATTON,04 DEC 1977,USA,2,"Fresno, CA (USA)",19 MAY 2001,0.2
20.46,Konstantinos KENTERIS,11 JUL 1973,GRE,1h3,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001,-1.6
20.46,Shawn CRAWFORD,14 JAN 1978,USA,1,Linz (AUT),20 AUG 2001,1.2
20.46,Dominic DEMERITTE,22 FEB 1978,BAH,1,"Auburn, AL (USA)",20 APR 2002,0.0
20.46,Heber VIERA,29 APR 1979,URU,2,Ciudad de Guatemala (GUA),12 MAY 2002,1.2
20.46,Dion CRABBE,10 MAR 1977,IVB,4h3,"Baton Rouge, LA (USA)",29 MAY 2002,1.1
20.46,Marlon DEVONISH,01 JUN 1976,GBR,1h1,Manchester (GBR),16 JUN 2002,0.3
20.46,Floyd HEARD,24 MAR 1966,USA,5sf1,"Palo Alto, CA (USA)",23 JUN 2002,0.8
20.46,Marcin JĘDRUSIŃSKI,28 AUG 1981,POL,1sf1,"Olympiastadion, München (GER)",09 AUG 2002,-0.5
20.46,Uchenna EMEDOLU,17 SEP 1976,NGR,3,Lille (FRA),15 JUN 2003,0.8
20.46,Julian GOLDING,17 FEB 1975,GBR,2,"Crystal Palace, London (GBR)",08 AUG 2003,1.3
20.46,Stéphan BUCKLAND,12 JAN 1977,MRI,1h2,Réduit (MRI),06 SEP 2003,-1.9
20.46,Darvis PATTON,04 DEC 1977,USA,4,"Stade Louis II, Monaco (MON)",14 SEP 2003,0.1
20.46,Francis OBIKWELU,22 NOV 1978,POR,3,Bergen (NOR),11 JUN 2004,-1.1
20.46,Asafa POWELL,23 NOV 1982,JAM,1,Spanish Town (JAM),13 JUN 2004,1.2
20.46,Leonard SCOTT,19 JAN 1980,USA,2,"Provo, UT (USA)",26 JUN 2004,-1.4
20.46,John CAPEL,27 OCT 1978,USA,2qf1,"Sacramento, CA (USA)",17 JUL 2004,-1.2
20.46,Joseph BATANGDON,29 JUL 1978,CMR,1,Brazzaville (CGO),18 JUL 2004,0.0
20.46,Stéphan BUCKLAND,12 JAN 1977,MRI,4,Paris (FRA),23 JUL 2004,0.1
20.46,Frank FREDERICKS,02 OCT 1967,NAM,4,Zürich (SUI),06 AUG 2004,-1.2
20.46,Anastasios GOUSIS,07 JUL 1979,GRE,2qf2,"Olympic Stadium, Athina (GRE)",24 AUG 2004,0.2
20.46,Trell KIMMONS,13 JUL 1985,USA,1,"Athens, GA (USA)",07 MAY 2005,1.8
20.46,Joshua J. JOHNSON,10 MAY 1976,USA,1,Fortaleza (BRA),18 MAY 2005,0.3
20.46,Tobias UNGER,10 JUL 1979,GER,2,Ulm (GER),12 JUN 2005,1.4
20.46,Rae Monzavous EDWARDS,07 MAY 1981,USA,2h3,"Carson, CA (USA)",25 JUN 2005,-1.6
20.46,Rodney MARTIN,22 DEC 1982,USA,5,"Carson, CA (USA)",26 JUN 2005,-0.9
20.46,Johan WISSMAN,02 NOV 1982,SWE,1,Karlstad (SWE),18 JUL 2005,1.1
20.46,Christopher WILLIAMS,15 MAR 1972,JAM,2,Linz (AUT),23 AUG 2005,0.7
20.46,Kenji FUJIMITSU,01 MAY 1986,JPN,1h3,Yokohama (JPN),20 MAY 2006,0.4
20.46,Kelly WILLIE,07 SEP 1982,USA,1sf1,"Sacramento, CA (USA)",09 JUN 2006,-0.7
20.46,Christian MALCOLM,03 JUN 1979,GBR,1,Genève (SUI),11 JUN 2006,1.1
20.46,Tyson GAY,09 AUG 1982,USA,2h,"Indianapolis, IN (USA)",24 JUN 2006,-0.5
20.46,Trell KIMMONS,13 JUL 1985,USA,1,Nuoro (ITA),12 JUL 2006,-0.4
20.46,David ALERTE,18 SEP 1984,FRA,1,Dreux (FRA),16 JUL 2006,-0.3
20.46,Ricardo WILLIAMS,29 SEP 1976,JAM,2,"Stadion Juliska, Praha (CZE)",13 JUN 2007,0.5
20.46,Francis OBIKWELU,22 NOV 1978,POR,1,Lisboa (POR),29 JUL 2007,1.3
20.46,Tyson GAY,09 AUG 1982,USA,1h2,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,0.2
20.46,Paul HESSION,27 JAN 1983,IRL,2h5,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,0.7
20.46,Chris DYKES,15 AUG 1987,USA,1,"Baton Rouge, LA (USA)",19 APR 2008,1.6
20.46,Ricardo WILLIAMS,29 SEP 1976,JAM,2f1,"Mangueirão, Belém (BRA)",25 MAY 2008,0.6
20.46,Mickey GRIMES,10 OCT 1976,USA,2f1,"Los Angeles, CA (USA)",07 JUN 2008,1.0
20.46,Francis OBIKWELU,22 NOV 1978,POR,1,Barcelona (ESP),19 JUL 2008,-0.9
20.46,Wallace SPEARMON,24 DEC 1984,USA,1h6,"National Stadium, Beijing (CHN)",18 AUG 2008,-0.5
20.46,Shinji TAKAHIRA,18 JUL 1984,JPN,1,Shizuoka (JPN),03 MAY 2009,0.2
20.46,Rikki FIFTON,17 JUN 1985,GBR,1f2,Genève (SUI),06 JUN 2009,0.5
20.46,Marc SCHNEEBERGER,05 JUL 1981,SUI,1f1,La Chaux-de-Fonds (SUI),28 JUN 2009,1.1
20.46,Greg NIXON,12 SEP 1981,USA,1f1,"Los Angeles, CA (USA)",10 APR 2010,1.4
20.46,Curtis MITCHELL,11 MAR 1989,USA,1,"Columbia, MO (USA)",16 MAY 2010,0.5
20.46,Paul HESSION,27 JAN 1983,IRL,1f2,"Puskás Ferenc Stadion, Budapest (HUN)",20 JUN 2010,1.2
20.46,Xavier CARTER,08 DEC 1985,USA,1sf2,"Drake Stadium, Des Moines, IA (USA)",27 JUN 2010,1.6
20.46,Paul HESSION,27 JAN 1983,IRL,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,0.4
20.46,Ainsley WAUGH,17 SEP 1981,JAM,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,0.4
20.46,Marek NIIT,09 AUG 1987,EST,1f1,"Fayetteville, AR (USA)",06 MAY 2011,1.1
20.46,Rondel SORRILLO,24 JAN 1986,TTO,1f1,Ponce (PUR),14 MAY 2011,-1.8
20.46,Justin AUSTIN,10 AUG 1989,USA,1,"Iowa City, IA (USA)",15 MAY 2011,2.0
20.46,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,1f2,La Chaux-de-Fonds (SUI),03 JUL 2011,0.8
20.46,Femi OGUNODE,15 MAY 1991,QAT,1,Rio de Janeiro (BRA),23 JUL 2011,1.2
20.46,Sandro Ricardo RODRIGUES VIANA,26 MAR 1977,BRA,2,São Paulo (BRA),07 AUG 2011,0.5
20.46,Michael MATHIEU,24 JUN 1984,BAH,2h2,"DS, Daegu (KOR)",02 SEP 2011,-0.3
20.46,Ameer WEBB,19 MAR 1991,USA,1f1,"Los Angeles, CA (USA)",24 MAR 2012,1.3
20.46,Demetrius PINDER,13 FEB 1989,BAH,2f1,"Baton Rouge, LA (USA)",21 APR 2012,1.0
20.46,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,5,"National Stadium, Kingston (JAM)",05 MAY 2012,1.1
20.46,Keith RICKS,09 OCT 1990,USA,1h1,"Jacksonville, FL (USA)",25 MAY 2012,0.3
20.46,Christian MALCOLM,03 JUN 1979,GBR,1f1,Regensburg (GER),02 JUN 2012,1.2
20.46,Anaso JOBODWANA,30 JUL 1992,RSA,2h2,"Olympic Stadium, London (GBR)",07 AUG 2012,-0.1
20.46,Yuichi KOBAYASHI,25 AUG 1989,JPN,2,Tokyo (JPN),09 JUN 2013,0.9
20.46,Jason LIVERMORE,25 APR 1988,JAM,2sf3,Kingston (JAM),22 JUN 2013,1.5
20.46,Bernardo BALOYES,06 JAN 1994,COL,1,Cali (COL),23 JUN 2013,0.4
20.46,Ramil GULIYEV,29 MAY 1990,TUR,2,Mersin (TUR),26 JUN 2013,-0.7
20.46,James ELLINGTON,06 SEP 1985,GBR,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1.4
20.46,Adam GEMILI,06 OCT 1993,GBR,1h3,"Ratinan Stadion, Tampere (FIN)",12 JUL 2013,-0.7
20.46,Daniel TALBOT,01 MAY 1991,GBR,2,"Ratinan Stadion, Tampere (FIN)",13 JUL 2013,-0.3
20.46,Walter DIX,31 JAN 1986,USA,1f3,"Atlanta, GA (USA)",21 JUL 2013,0.8
20.46,Mosito LEHATA,08 APR 1989,LES,3h2,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,-0.2
20.46,Jason LIVERMORE,25 APR 1988,JAM,5sf2,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,0.0
20.46,Arman Gino HALL,12 FEB 1994,USA,3f1,"Gainesville, FL (USA)",04 APR 2014,-0.6
20.46,Andre DE GRASSE,10 NOV 1994,CAN,1f5,"Pittsburgh, PA (USA)",12 APR 2014,1.3
20.46,Aaron BROWN,27 MAY 1992,CAN,1f1,"Los Angeles, CA (USA)",04 MAY 2014,1.3
20.46,Curtis MITCHELL,11 MAR 1989,USA,3,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,0.9
20.46,Jermaine BROWN,04 JUL 1991,JAM,1f2,Tortola (IVB),07 JUN 2014,0.3
20.46,Dedric DUKES,04 FEB 1992,USA,1h1,"Sacramento, CA (USA)",28 JUN 2014,0.2
20.46,Robin EREWA,24 JUN 1991,GER,1f3,Mannheim (GER),06 JUL 2014,1.7
20.46,Trevorano MACKEY,05 JAN 1992,BAH,2,Kamloops (CAN),10 AUG 2014,1.5
20.46,Brijesh LAWRENCE,27 DEC 1989,SKN,6,Ciudad de México (MEX),16 AUG 2014,0.6
20.46,Enrico DEMONTE,25 SEP 1988,ITA,1,Fossano (ITA),13 SEP 2014,-0.1
