Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
20.4,Gilles QUÉNÉHERVÉ,17 MAY 1966,FRA,6,"Olympic Stadium, Jamsil, Seoul (KOR)",28 SEP 1988,1.7
20.4,Leroy BURRELL,21 FEB 1967,USA,1,"Walnut, CA (USA)",23 APR 1989,1.4
20.4,Slip WATKINS,29 SEP 1967,USA,4,"Houston, TX (USA)",17 JUN 1989,1.0
20.4,Henry THOMAS,10 JUL 1967,USA,2,Nice (FRA),10 JUL 1989,1.1
20.4,Olapade ADENIKEN,19 AUG 1969,NGR,2sf2,"Durham, NC (USA)",01 JUN 1990,1.1
20.4,Tshakile NZIMANDE,19 NOV 1961,RSA,1,Bloemfontein (RSA),18 FEB 1991,-0.4
20.4,Jean-Charles TROUABAL,20 MAY 1965,FRA,2qf4,"National Stadium, Tokyo (JPN)",26 AUG 1991,-0.7
20.4,Henry NEAL,28 OCT 1970,USA,2f2,"Austin, TX (USA)",09 MAY 1992,1.6
20.4,Jean-Charles TROUABAL,20 MAY 1965,FRA,4f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,0.0
20.4,Sidnei Telles DE SOUZA,26 JUL 1966,BRA,1,Presidente Prudente (BRA),30 AUG 1992,-0.2
20.4,Floyd HEARD,24 MAR 1966,USA,4sf1,"Eugene, OR (USA)",18 JUN 1993,0.6
20.4,Dennis MITCHELL,20 FEB 1966,USA,2,Villeneuve d'Ascq (FRA),02 JUL 1993,1.3
20.4,Jean-Charles TROUABAL,20 MAY 1965,FRA,3qf3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,0.4
20.4,Michael MARSH,04 AUG 1967,USA,1qf4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,-1.0
20.4,Robson DA SILVA,04 SEP 1964,BRA,4f1,Rieti (ITA),05 SEP 1993,0.8
20.4,Kevin BRAUNSKILL,31 MAR 1969,USA,1f3,"Walnut, CA (USA)",17 APR 1994,0.9
20.4,Frank FREDERICKS,02 OCT 1967,NAM,1,Hiroshima (JPN),29 APR 1994,0.9
20.4,Jeff WILLIAMS,31 DEC 1965,USA,3,São Paulo (BRA),21 MAY 1994,0.3
20.4,Olapade ADENIKEN,19 AUG 1969,NGR,5f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1.5
20.4,Geir MOEN,26 JUN 1969,NOR,1,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1.7
20.4,Jean-Charles TROUABAL,20 MAY 1965,FRA,1,Annecy (FRA),24 JUL 1994,-1.8
20.4,Frank FREDERICKS,02 OCT 1967,NAM,1qf4,Victoria (CAN),24 AUG 1994,1.5
20.4,Daniel EFFIONG,17 JUN 1972,NGR,3,Victoria (CAN),26 AUG 1994,1.5
20.4,Geir MOEN,26 JUN 1969,NOR,2,Sheffield (GBR),04 SEP 1994,0.9
20.4,Edward HERVEY,04 MAY 1973,USA,2h2,"Tucson, AZ (USA)",19 MAY 1995,-0.5
20.4,Slip WATKINS,29 SEP 1967,USA,3sf2,"Sacramento, CA (USA)",17 JUN 1995,1.0
20.4,Geir MOEN,26 JUN 1969,NOR,1,Helsinki (FIN),28 JUN 1995,1.1
20.4,Robson DA SILVA,04 SEP 1964,BRA,3,Nice (FRA),12 JUL 1995,-0.7
20.4,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,5,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,0.5
20.4,Jeff WILLIAMS,31 DEC 1965,USA,3,Bruxelles (BEL),25 AUG 1995,0.0
20.4,Terry BOWEN,15 SEP 1971,USA,2,"Fresno, CA (USA)",13 APR 1996,1.2
20.4,Sergiy OSOVICH,16 DEC 1973,UKR,1,Zagreb (CRO),21 JUN 1996,0.4
20.4,Linford CHRISTIE,02 APR 1960,GBR,2,Lausanne (SUI),03 JUL 1996,-0.9
20.4,Gentry BRADLEY,19 JAN 1974,USA,3,"Indianapolis, IN (USA)",15 JUN 1997,1.0
20.4,Obadele THOMPSON,30 MAR 1976,BAR,2,Zürich (SUI),13 AUG 1997,-0.2
20.4,Brian LEWIS,05 DEC 1974,USA,2,Roodeport (RSA),16 MAR 1998,-0.6
20.4,Curtis PERRY,26 OCT 1974,USA,1,"Buffalo, NY (USA)",06 JUN 1998,2.0
20.4,Troy DOUGLAS,30 NOV 1962,NED,3,"SGJ, Johannesburg (RSA)",13 SEP 1998,1.3
20.4,Koji ITO,29 JAN 1970,JPN,4,"SGJ, Johannesburg (RSA)",13 SEP 1998,1.3
20.4,John REGIS,13 OCT 1966,GBR,3,Kuala Lumpur (MAS),19 SEP 1998,-0.2
20.4,Bobby CRUSE,20 MAR 1978,USA,1,"Akron, OH (USA)",01 MAY 1999,1.0
20.4,Sergiy OSOVICH,16 DEC 1973,UKR,6f2,Athina (GRE),16 JUN 1999,0.4
20.4,Darvis PATTON,04 DEC 1977,USA,h,"Sacramento, CA (USA)",22 JUL 2000,-0.3
20.4,Patrick STEVENS,31 JAN 1968,BEL,3,Bruxelles (BEL),25 AUG 2000,-0.2
20.4,Patrick VAN BALKOM,14 SEP 1974,NED,1,Roodeport (RSA),17 MAR 2001,0.0
20.4,Shawn CRAWFORD,14 JAN 1978,USA,1,"Portland, OR (USA)",03 JUN 2001,1.7
20.4,Marlon DEVONISH,01 JUN 1976,GBR,1,Poznan (POL),08 JUN 2001,0.0
20.4,Floyd HEARD,24 MAR 1966,USA,2,Athina (GRE),11 JUN 2001,0.5
20.4,Christian MALCOLM,03 JUN 1979,GBR,1,Helsinki (FIN),14 JUN 2001,0.1
20.4,Uchenna EMEDOLU,17 SEP 1976,NGR,7sf2,"Commonwealth Stadium, Edmonton (CAN)",08 AUG 2001,0.7
20.4,Marcin URBAŚ,17 SEP 1976,POL,1,Biala Podlaska (POL),25 MAY 2002,1.1
20.4,Darvis PATTON,04 DEC 1977,USA,1,Madrid (ESP),03 JUL 2002,0.5
20.4,Joseph BATANGDON,29 JUL 1978,CMR,1,St-Etienne (FRA),14 JUL 2002,1.3
20.4,Frank FREDERICKS,02 OCT 1967,NAM,1,Roodeport (RSA),28 MAR 2003,0.0
20.4,Erick L. WILSON,20 JAN 1982,USA,1,"Overland Park, KS (USA)",26 APR 2003,1.7
20.4,Uchenna EMEDOLU,17 SEP 1976,NGR,2,Ciudad de México (MEX),03 MAY 2003,0.0
20.4,Aziz ZAKARI,02 SEP 1976,GHA,2,Abuja (NGR),17 MAY 2003,0.0
20.4,Latonel WILLIAMS,03 JUN 1978,JAM,2,Kingston (JAM),21 JUN 2003,0.2
20.4,Usain BOLT,21 AUG 1986,JAM,1,Sherbrooke (CAN),13 JUL 2003,-1.1
20.4,Darvis PATTON,04 DEC 1977,USA,1qf2,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2003,0.6
20.4,Brian DZINGAI,29 APR 1981,ZIM,2,"Gainesville, FL (USA)",29 MAY 2004,1.4
20.4,LaShaunte EDWARDS,26 JUL 1979,USA,1,Genève (SUI),12 JUN 2004,0.4
20.4,Juan Pedro TOLEDO,17 JUN 1978,MEX,2h1,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1.5
20.4,Francis OBIKWELU,22 NOV 1978,POR,2h1,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1.5
20.4,Bernard WILLIAMS,19 JAN 1978,USA,1qf2,"Olympic Stadium, Athina (GRE)",24 AUG 2004,0.2
20.4,John CAPEL,27 OCT 1978,USA,2h3,"Olympiastadion, Helsinki (FIN)",09 AUG 2005,1.8
20.4,Walter DIX,31 JAN 1986,USA,1,"Greensboro, NC (USA)",27 MAY 2006,0.6
20.4,Gary KIKAYA,04 FEB 1978,COD,1,Karlskrona (SWE),12 JUN 2006,0.1
20.4,Chris BERRIAN,17 APR 1983,USA,6,"Indianapolis, IN (USA)",25 JUN 2006,0.3
20.4,Johan WISSMAN,02 NOV 1982,SWE,4,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 JUN 2007,0.6
20.4,Rubin WILLIAMS,09 JUL 1983,USA,5,"Indianapolis, IN (USA)",24 JUN 2007,-0.3
20.4,Joshua J. JOHNSON,10 MAY 1976,USA,4,Thessaloniki (GRE),30 JUL 2007,-0.3
20.4,Christopher WILLIAMS,15 MAR 1972,JAM,4qf1,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,0.3
20.4,Francis OBIKWELU,22 NOV 1978,POR,5sf1,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,-0.4
20.4,Rodney MARTIN,22 DEC 1982,USA,4,Daegu (KOR),03 OCT 2007,0.1
20.4,Brian DZINGAI,29 APR 1981,ZIM,1f1,"Tallahassee, FL (USA)",10 MAY 2008,1.7
20.4,Walter DIX,31 JAN 1986,USA,1,"Des Moines, IA (USA)",14 JUN 2008,0.8
20.4,Wallace SPEARMON,24 DEC 1984,USA,1f1,"Clermont, FL (USA)",14 JUN 2008,1.3
20.4,Stéphan BUCKLAND,12 JAN 1977,MRI,1,"Stadion Juliska, Praha (CZE)",16 JUN 2008,0.9
20.4,Cruz Rolando PALACIOS,03 MAY 1987,HON,2,Toluca (MEX),18 JUL 2008,-0.9
20.4,Christian MALCOLM,03 JUN 1979,GBR,5,"National Stadium, Beijing (CHN)",20 AUG 2008,-0.9
20.4,Stéphan BUCKLAND,12 JAN 1977,MRI,2,Rieti (ITA),07 SEP 2008,0.6
20.4,Alonso EDWARD,08 DEC 1989,PAN,1,"Fayetteville, AR (USA)",18 APR 2009,1.7
20.4,Emmanuel CALLENDER,10 MAY 1984,TTO,3f2,"Mangueirão, Belém (BRA)",24 MAY 2009,0.3
20.4,Chris DYKES,15 AUG 1987,USA,1sf1,"Fayetteville, AR (USA)",11 JUN 2009,-0.3
20.4,Steve MULLINGS,29 NOV 1982,JAM,2,Kingston (JAM),28 JUN 2009,-2.4
20.4,Paul HESSION,27 JAN 1983,IRL,3f1,"Crystal Palace, London (GBR)",25 JUL 2009,0.4
20.4,Nickel ASHMEADE,07 APR 1990,JAM,1,Port-of-Spain (TTO),01 AUG 2009,1.4
20.4,Ramil GULIYEV,29 MAY 1990,AZE,2qf3,"Olympiastadion, Berlin (GER)",18 AUG 2009,-0.3
20.4,Ryan BAILEY,13 APR 1989,USA,1f1,"El Paso, TX (USA)",10 APR 2010,1.0
20.4,Brandon BYRAM,11 SEP 1988,USA,2,"Tallahassee, FL (USA)",08 MAY 2010,0.0
20.4,Marlon DEVONISH,01 JUN 1976,GBR,2,Luzern (SUI),08 AUG 2010,0.0
20.4,Churandy MARTINA,03 JUL 1984,AHO,7,"Letzigrund, Zürich (SUI)",19 AUG 2010,0.4
20.4,Mario FORSYTHE,30 OCT 1985,JAM,1sf1,Kingston (JAM),25 JUN 2011,0.5
20.4,Churandy MARTINA,03 JUL 1984,NED,1,Baie Mahault (FRA),01 MAY 2012,0.0
20.4,Diego CAVALCANTI,18 MAR 1991,BRA,2,Fortaleza (BRA),09 MAY 2012,0.3
20.4,Maurice MITCHELL,22 DEC 1989,USA,1,"Des Moines, IA (USA)",09 JUN 2012,-4.2
20.4,Darvis PATTON,04 DEC 1977,USA,1h4,"Hayward Field, Eugene, OR (USA)",29 JUN 2012,1.9
20.4,Julian FORTE,07 JAN 1993,JAM,3sf2,Kingston (JAM),30 JUN 2012,1.7
20.4,Prezel HARDY,01 JUN 1992,USA,2,Irapuato (MEX),08 JUL 2012,-0.5
20.4,Rondel SORRILLO,24 JAN 1986,TTO,3f1,Luzern (SUI),17 JUL 2012,1.5
20.4,LaShawn MERRITT,27 JUN 1986,USA,1,Beijing (CHN),21 MAY 2013,0.3
20.4,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1.4
20.4,Rasheed DWYER,29 JAN 1989,JAM,6,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,-0.2
20.4,Arman Gino HALL,12 FEB 1994,USA,2f1,"Baton Rouge, LA (USA)",03 MAY 2014,1.7
20.4,Maurice MITCHELL,22 DEC 1989,USA,1,Baie Mahault (FRA),10 MAY 2014,-0.1
20.4,José Carlos HERRERA,05 FEB 1986,MEX,1f2,Kuortane (FIN),13 JUL 2014,0.5
20.4,Churandy MARTINA,03 JUL 1984,NED,2sf2,"Letzigrund, Zürich (SUI)",14 AUG 2014,0.4
20.4,Lykourgos-Stefanos TSAKONAS,08 MAR 1990,GRE,3sf2,"Letzigrund, Zürich (SUI)",14 AUG 2014,0.4
20.4,Daniel BAILEY,09 SEP 1986,ANT,5,Ciudad de México (MEX),16 AUG 2014,0.6
20.4,Michael MATHIEU,24 JUN 1984,BAH,1f1,"Coral Gables, FL (USA)",11 APR 2015,0.3
20.4,Delano WILLIAMS,23 DEC 1993,GBR,4,George Town (CAY),16 MAY 2015,0.0
20.4,Roberto SKYERS,12 NOV 1991,CUB,1f1,Camagüey (CUB),16 MAY 2015,0.0
20.4,Timothy FAUST,1992,USA,3qf3,"Jacksonville, FL (USA)",30 MAY 2015,1.3
20.4,Brendon RODNEY,09 APR 1992,CAN,4sf1,"Eugene, OR (USA)",10 JUN 2015,1.7
20.4,Lykourgos-Stefanos TSAKONAS,08 MAR 1990,GRE,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,0.0
20.4,Curtis MITCHELL,11 MAR 1989,USA,4f2,Luzern (SUI),14 JUL 2015,0.6
20.4,Nickel ASHMEADE,07 APR 1990,JAM,3h4,"National Stadium, Beijing (CHN)",25 AUG 2015,0.0
20.4,Nigel ELLIS,08 AUG 1997,JAM,1,Montego Bay (JAM),02 FEB 2016,1.9
20.4,Yancarlos MARTÍNEZ,08 AUG 1992,DOM,1,Santiago de los Caballeros (DOM),07 APR 2016,1.5
20.4,Wallace SPEARMON,24 DEC 1984,USA,2f1,Nassau (BAH),16 APR 2016,0.9
20.4,Shota IIZUKA,25 JUN 1991,JPN,2,"Todoroki Stadium, Kawasaki (JPN)",08 MAY 2016,-0.6
20.4,Brendon RODNEY,09 APR 1992,CAN,2sf3,"Eugene, OR (USA)",08 JUN 2016,0.3
20.4,Serhiy SMELYK,19 APR 1987,UKR,1,Lutsk (UKR),19 JUN 2016,0.5
20.4,Jorge VIDES,24 NOV 1992,BRA,1,Sao Bernardo do Campo (BRA),03 JUL 2016,0.3
20.4,Julian FORTE,07 JAN 1993,JAM,6,"Stade Louis II, Monaco (MON)",15 JUL 2016,0.1
20.4,Clarence MUNYAI,20 FEB 1998,RSA,1h4,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",21 JUL 2016,-1.2
20.4,Robin EREWA,24 JUN 1991,GER,1f1,Mannheim (GER),29 JUL 2016,0.9
20.4,Paul DEDEWO,05 JUN 1991,USA,2f2,"Tempe, AZ (USA)",08 APR 2017,1.7
20.4,Joachim Hendrik MAARTENS,24 MAY 1996,RSA,1sf2,Potchefstroom (RSA),22 APR 2017,0.7
20.4,Ncincilili TITI,15 DEC 1993,RSA,2f1,"Columbia, SC (USA)",22 APR 2017,-0.1
20.4,Salem Eid YAQOOB,01 MAR 1996,BRN,1,Manama (BRN),10 MAY 2017,1.5
20.4,Elijah HALL-THOMPSON,22 AUG 1994,USA,1h2,"Houston, TX (USA)",12 MAY 2017,1.5
20.4,Zhenye XIE,17 AUG 1993,CHN,5,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,-0.4
20.4,Ncincilili TITI,15 DEC 1993,RSA,1h2,"Lexington, KY (USA)",26 MAY 2017,-0.6
20.4,Shota IIZUKA,25 JUN 1991,JPN,1h3,Osaka (JPN),24 JUN 2017,0.2
20.4,Kyree KING,09 JUL 1994,USA,4,"Sacramento, CA (USA)",25 JUN 2017,-2.3
20.4,Kenroy ANDERSON,27 JUN 1987,JAM,4,Kingston (JAM),25 JUN 2017,1.0
20.4,Ben BASSAW,09 JUL 1989,FRA,1f1,La Roche-sur-Yon (FRA),05 JUL 2017,-1.0
20.4,Ramil GULIYEV,29 MAY 1990,TUR,1f1,Nové Město nad Metují (CZE),29 JUL 2017,0.1
20.4,Christophe LEMAITRE,11 JUN 1990,FRA,3h4,"Olympic Stadium, London (GBR)",07 AUG 2017,0.7
20.4,Taegeon PARK,08 MAY 1991,KOR,1,Jeongseon (KOR),28 JUN 2018,0.3
20.4,Bernardo BALOYES,06 JAN 1994,COL,1,Barranquilla (COL),08 JUL 2018,1.3
20.4,Leon REID,26 JUL 1994,IRL,4f1,Luzern (SUI),09 JUL 2018,0.9
20.4,Marcus LAWLER,28 FEB 1995,IRL,2f1,Cork (IRL),16 JUL 2018,0.9
20.4,Brendon RODNEY,09 APR 1992,CAN,2f1,Nové Město nad Metují (CZE),21 JUL 2018,1.1
20.4,Alonso EDWARD,08 DEC 1989,PAN,1h1,Barranquilla (COL),31 JUL 2018,0.6
20.4,Ncincilili TITI,15 DEC 1993,RSA,1f2,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",15 AUG 2018,0.9
20.4,Alex WILSON,19 SEP 1990,SUI,6,"Letzigrund, Zürich (SUI)",30 AUG 2018,-0.2
20.4,Andre EWERS,07 JUN 1995,JAM,1f1,"Tuscaloosa, AL (USA)",12 APR 2019,1.1
20.4,Kyle GREAUX,26 APR 1988,TTO,4,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,0.0
20.4,Mario BURKE,18 MAR 1997,BAR,1h5,"Sacramento, CA (USA)",24 MAY 2019,1.3
20.4,Mustaqeem WILLIAMS,24 AUG 1995,USA,2qf2,"Jacksonville, FL (USA)",25 MAY 2019,1.4
20.4,Ramil GULIYEV,29 MAY 1990,TUR,2,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1.0
20.4,Rasheed DWYER,29 JAN 1989,JAM,1f1,Kortrijk (BEL),13 JUL 2019,2.0
20.4,Jun YAMASHITA,23 AUG 1997,JPN,3,Fukui (JPN),17 AUG 2019,0.8
20.4,Christophe LEMAITRE,11 JUN 1990,FRA,5,"Stade Charléty, Paris (FRA)",24 AUG 2019,0.2
20.4,Divine ODUDURU,07 OCT 1996,NGR,4h1,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,0.5
20.4,Alex WILSON,19 SEP 1990,SUI,3h3,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,0.8
20.4,Lucas CARVALHO,16 JUL 1993,BRA,1,"COTP Stadium, São Paulo (BRA)",13 DEC 2020,1.2
20.4,Aaron BROWN,27 MAY 1992,CAN,3,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,-0.6
20.4,Devon ACHANE,13 OCT 2001,USA,1h3,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1.5
20.4,Robert GREGORY,12 DEC 2001,USA,2sf1,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1.3
20.4,Andrew HUDSON,14 DEC 1996,USA,1h4,"Hayward Field, Eugene, OR (USA)",25 JUN 2021,0.4
20.4,Filippo TORTU,15 JUN 1998,ITA,3,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,0.2
20.4,Mouhamadou FALL,25 FEB 1992,FRA,3f1,"National Training Center, Clermont, FL (USA)",01 MAY 2022,0.8
20.4,Wataru INUZUKA,08 JUL 1997,JPN,1h3,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2022,-0.6
20.4,Eric HARRISON JR.,18 FEB 1999,TTO,1h3,"University of Minnesota T&F Stadium, Minneapolis, MN (USA)",13 MAY 2022,0.5
20.4,David DUNLAP,06 AUG 2000,USA,2h3,"John McDonnell Field, Fayetteville, AR (USA)",27 MAY 2022,0.0
20.4,Robert GREGORY,12 DEC 2001,USA,2h3,"John McDonnell Field, Fayetteville, AR (USA)",27 MAY 2022,0.0
20.4,Filippo TORTU,15 JUN 1998,ITA,3,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,-0.1
20.4,Jeriel QUAINOO,17 APR 2003,GBR,3,"Manchester Regional Arena, Manchester (GBR)",26 JUN 2022,2.0
20.4,Joseph Paul AMOAH,12 JAN 1997,GHA,5h1,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,1.0
20.4,Ramil GULIYEV,29 MAY 1990,TUR,1f1,"Stadion Eggenberg, Graz (AUT)",30 JUL 2022,1.0
20.4,Jereem RICHARDS,13 JAN 1994,TTO,1sf3,"Alexander Stadium, Birmingham (GBR)",05 AUG 2022,0.1
20.4,Emmanuel MATADI,15 APR 1991,LBR,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",08 AUG 2022,0.8
20.4,Kyree KING,09 JUL 1994,USA,1f1,"Stadion Allmend, Luzern (SUI)",30 AUG 2022,-0.3
20.4,Yancarlos MARTÍNEZ,08 AUG 1992,DOM,1h4,"La Vicentina, Quito (ECU)",05 MAR 2023,-0.4
20.4,Jereem RICHARDS,13 JAN 1994,TTO,1f1,"National Training Center, Clermont, FL (USA)",23 APR 2023,1.6
20.4,Benjamin RICHARDSON,19 DEC 2003,RSA,1f2,"National Stadium, Gaborone (BOT)",29 APR 2023,-0.3
20.4,Nazzio JOHN,24 MAR 2003,GRN,1h5,"New Mexico JC, Hobbs, NM (USA)",19 MAY 2023,1.5
20.4,Rasheed DWYER,29 JAN 1989,JAM,1f2,"Jamaica College Ashenheim Stadium, Kingston (JAM)",10 JUN 2023,1.8
20.41,Pietro MENNEA,28 JUN 1952,ITA,1,Rieti (ITA),29 AUG 1976,
20.41,Don QUARRIE,25 FEB 1951,JAM,2,Milano (ITA),02 JUL 1977,0.0
20.41,Cliff WILEY,21 MAY 1955,USA,1,Lüdenscheid (GER),30 AUG 1977,1.0
20.41,Greg FOSTER,04 AUG 1958,USA,2,"Westwood, CA (USA)",29 APR 1978,1.6
20.41,Stanley FLOYD,23 JUN 1961,USA,1,Budapest (HUN),29 JUL 1981,0.0
20.41,Wessel OOSTHUIZEN,23 FEB 1961,RSA,1,Pretoria (RSA),16 MAR 1983,
20.41,Larry MYRICKS,10 MAR 1956,USA,1,"Colorado Springs, CO (USA)",02 JUL 1983,-4.3
20.41,Elliott QUOW,03 MAR 1962,USA,2,"Olympiastadion, Helsinki (FIN)",14 AUG 1983,1.2
20.41,Jean-Jacques BOUSSEMART,11 APR 1963,FRA,1sf1,Villeneuve d'Ascq (FRA),01 JUL 1984,1.6
20.41,Aleksandr YEVGENYEV,20 JUL 1961,URS,2,Moskva (URS),18 AUG 1984,-1.2
20.41,James BUTLER,21 JUN 1960,USA,1,Bruxelles (BEL),24 AUG 1984,0.8
20.41,Greg MOSES,29 DEC 1965,USA,1,"Raleigh, NC (USA)",20 APR 1985,0.1
20.41,Antonio MANNING,23 JUN 1965,USA,1,"Westwood, CA (USA)",04 MAY 1985,-1.1
20.41,Elliston STINSON,03 OCT 1962,USA,3,"Fayetteville, AR (USA)",18 MAY 1985,1.3
20.41,Ben JOHNSON,30 DEC 1961,CAN,1,Ottawa (CAN),04 AUG 1985,1.5
20.41,Calvin SMITH,08 JAN 1961,USA,2,Bruxelles (BEL),30 AUG 1985,-0.5
20.41,Jae-keun JANG,01 FEB 1962,KOR,1sf2,Jakarta (INA),27 SEP 1985,1.0
20.41,Carl LEWIS,01 JUL 1961,USA,2h4,"Eugene, OR (USA)",19 JUN 1986,1.8
20.41,John REGIS,13 OCT 1966,GBR,1,London (GBR),21 JUN 1986,1.4
20.41,Calvin SMITH,08 JAN 1961,USA,2,Nice (FRA),15 JUL 1986,0.7
20.41,Kirk BAPTISTE,20 JUN 1963,USA,1,"Houston, TX (USA)",02 AUG 1986,-1.6
20.41,Kirk BAPTISTE,20 JUN 1963,USA,1,Koblenz (GER),06 AUG 1986,-0.3
20.41,Michael JOHNSON,13 SEP 1967,USA,1,"Waco, TX (USA)",17 APR 1987,0.4
20.41,Tony ALLEN,21 JUN 1967,USA,3,"Lubbock, TX (USA)",17 MAY 1987,1.9
20.41,Oleg FATUN,23 MAR 1959,URS,1,Tsakhadzor (ARM),23 MAY 1987,0.9
20.41,Robson DA SILVA,04 SEP 1964,BRA,1,Sofia (BUL),30 MAY 1987,-0.5
20.41,Raymond STEWART,18 MAR 1965,JAM,5,"Eugene, OR (USA)",03 JUN 1988,0.8
20.41,Henry THOMAS,10 JUL 1967,USA,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",24 JUN 1988,-1.6
20.41,Dwayne EVANS,13 OCT 1958,USA,2qf3,"Indianapolis, IN (USA)",18 JUL 1988,1.2
20.41,Stefano TILLI,22 AUG 1962,ITA,5,Sestriere (ITA),11 AUG 1988,2.0
20.41,Robson DA SILVA,04 SEP 1964,BRA,1qf5,"Olympic Stadium, Jamsil, Seoul (KOR)",26 SEP 1988,
20.41,Joe DELOACH,05 JUN 1967,USA,2,Villeneuve d'Ascq (FRA),25 JUN 1989,-0.1
20.41,Stefano TILLI,22 AUG 1962,ITA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",27 JUN 1989,-1.5
20.41,Stefano TILLI,22 AUG 1962,ITA,4,"Estadio Olímpico, Barcelona (ESP)",10 SEP 1989,1.9
20.41,Frank FREDERICKS,02 OCT 1967,NAM,1,Stockholm (SWE),03 JUL 1991,-1.2
20.41,Frank FREDERICKS,02 OCT 1967,NAM,1qf2,"National Stadium, Tokyo (JPN)",26 AUG 1991,0.1
20.41,Devlon DUNN,01 APR 1967,USA,2,"Walnut, CA (USA)",18 APR 1992,0.8
20.41,Marcus ADAM,28 FEB 1968,GBR,2,Dijon (FRA),13 JUN 1992,1.0
20.41,Linford CHRISTIE,02 APR 1960,GBR,5f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,0.0
20.41,Michael BATES,19 DEC 1969,USA,3,Rieti (ITA),06 SEP 1992,0.5
20.41,Tim WILLIAMS,27 MAY 1963,USA,3h4,"Eugene, OR (USA)",17 JUN 1993,2.0
20.41,Michael JOHNSON,13 SEP 1967,USA,3,London (GBR),10 SEP 1993,0.0
20.41,Jeff WILLIAMS,31 DEC 1965,USA,1,Edinburgh (GBR),08 JUL 1994,
20.41,Talal MANSOUR,08 MAY 1964,QAT,1,Hiroshima (JPN),15 OCT 1994,-1.7
20.41,Frank FREDERICKS,02 OCT 1967,NAM,1,Paris-St-Denis (FRA),01 JUN 1995,0.9
20.41,Patrick STEVENS,31 JAN 1968,BEL,2qf1,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,0.1
20.41,Kevin WIDMER,23 SEP 1970,SUI,1,La Chaux-de-Fonds (SUI),20 AUG 1995,-0.2
20.41,Jeff WILLIAMS,31 DEC 1965,USA,5,"Stade Louis II, Monaco (MON)",09 SEP 1995,-0.3
20.41,Alvin HARRISON,20 JAN 1974,USA,3,"Fresno, CA (USA)",13 APR 1996,1.2
20.41,Jon DRUMMOND,09 SEP 1968,USA,1,"Los Angeles, CA (USA)",11 MAY 1996,-0.2
20.41,Sergejs INŠAKOVS,27 DEC 1971,LAT,2h1,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1.3
20.41,Troy DOUGLAS,30 NOV 1962,BER,3h1,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1.3
20.41,Geir MOEN,26 JUN 1969,NOR,1,Monaco (MON),10 AUG 1996,-0.2
20.41,Anthuan MAYBANK,30 DEC 1969,USA,2,Monaco (MON),10 AUG 1996,-0.2
20.41,Geir MOEN,26 JUN 1969,NOR,4,Berlin (GER),30 AUG 1996,0.5
20.41,Bryan BRONSON,09 SEP 1972,USA,2,"El Paso, TX (USA)",12 APR 1997,0.0
20.41,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,2,Santiago de Chile (CHI),13 APR 1997,0.5
20.41,Alvis WHITTED,04 SEP 1974,USA,2,"Atlanta, GA (USA)",18 APR 1997,-1.2
